image_path,label
./dataset/nhcd\vowels\7\015_01.jpg,ए
./dataset/nhcd\vowels\7\015_02.jpg,ए
./dataset/nhcd\vowels\7\016_01.jpg,ए
./dataset/nhcd\vowels\7\016_02.jpg,ए
./dataset/nhcd\vowels\7\017_01.jpg,ए
./dataset/nhcd\vowels\7\017_02.jpg,ए
./dataset/nhcd\vowels\7\018_01.jpg,ए
./dataset/nhcd\vowels\7\018_02.jpg,ए
./dataset/nhcd\vowels\7\020_01.jpg,ए
./dataset/nhcd\vowels\7\020_02.jpg,ए
./dataset/nhcd\vowels\7\022_01.jpg,ए
./dataset/nhcd\vowels\7\022_02.jpg,ए
./dataset/nhcd\vowels\7\023_01.jpg,ए
./dataset/nhcd\vowels\7\023_02.jpg,ए
./dataset/nhcd\vowels\7\024_01.jpg,ए
./dataset/nhcd\vowels\7\024_02.jpg,ए
./dataset/nhcd\vowels\7\027_02.jpg,ए
./dataset/nhcd\vowels\7\028_01.jpg,ए
./dataset/nhcd\vowels\7\028_02.jpg,ए
./dataset/nhcd\vowels\7\029_01.jpg,ए
./dataset/nhcd\vowels\7\030_01.jpg,ए
./dataset/nhcd\vowels\7\030_02.jpg,ए
./dataset/nhcd\vowels\7\032_01.jpg,ए
./dataset/nhcd\vowels\7\032_02.jpg,ए
./dataset/nhcd\vowels\7\034_01.jpg,ए
./dataset/nhcd\vowels\7\034_02.jpg,ए
./dataset/nhcd\vowels\7\035_01.jpg,ए
./dataset/nhcd\vowels\7\035_02.jpg,ए
./dataset/nhcd\vowels\7\036_01.jpg,ए
./dataset/nhcd\vowels\7\036_02.jpg,ए
./dataset/nhcd\vowels\7\037_01.jpg,ए
./dataset/nhcd\vowels\7\037_02.jpg,ए
./dataset/nhcd\vowels\7\039_01.jpg,ए
./dataset/nhcd\vowels\7\039_02.jpg,ए
./dataset/nhcd\vowels\7\040_01.jpg,ए
./dataset/nhcd\vowels\7\040_02.jpg,ए
./dataset/nhcd\vowels\7\041_01.jpg,ए
./dataset/nhcd\vowels\7\041_02.jpg,ए
./dataset/nhcd\vowels\7\042_01.jpg,ए
./dataset/nhcd\vowels\7\042_02.jpg,ए
./dataset/nhcd\vowels\7\044_01.jpg,ए
./dataset/nhcd\vowels\7\044_02.jpg,ए
./dataset/nhcd\vowels\7\045_01.jpg,ए
./dataset/nhcd\vowels\7\045_02.jpg,ए
./dataset/nhcd\vowels\7\046_01.jpg,ए
./dataset/nhcd\vowels\7\046_02.jpg,ए
./dataset/nhcd\vowels\8\001_01.jpg,ऐ
./dataset/nhcd\vowels\8\001_02.jpg,ऐ
./dataset/nhcd\vowels\8\005_01.jpg,ऐ
./dataset/nhcd\vowels\8\005_02.jpg,ऐ
./dataset/nhcd\vowels\8\006_01.jpg,ऐ
./dataset/nhcd\vowels\8\006_02.jpg,ऐ
./dataset/nhcd\vowels\8\007_01.jpg,ऐ
./dataset/nhcd\vowels\8\007_02.jpg,ऐ
./dataset/nhcd\vowels\8\008_01.jpg,ऐ
./dataset/nhcd\vowels\8\008_02.jpg,ऐ
./dataset/nhcd\vowels\8\011_01.jpg,ऐ
./dataset/nhcd\vowels\8\011_02.jpg,ऐ
./dataset/nhcd\vowels\8\012_01.jpg,ऐ
./dataset/nhcd\vowels\8\012_02.jpg,ऐ
./dataset/nhcd\vowels\8\013_01.jpg,ऐ
./dataset/nhcd\vowels\8\013_02.jpg,ऐ
./dataset/nhcd\vowels\8\014_01.jpg,ऐ
./dataset/nhcd\vowels\8\014_02.jpg,ऐ
./dataset/nhcd\vowels\8\016_01.jpg,ऐ
./dataset/nhcd\vowels\8\016_02.jpg,ऐ
./dataset/nhcd\vowels\8\017_01.jpg,ऐ
./dataset/nhcd\vowels\8\017_02.jpg,ऐ
./dataset/nhcd\vowels\8\018_01.jpg,ऐ
./dataset/nhcd\vowels\8\018_02.jpg,ऐ
./dataset/nhcd\vowels\8\019_01.jpg,ऐ
./dataset/nhcd\vowels\8\019_02.jpg,ऐ
./dataset/nhcd\vowels\8\022_01.jpg,ऐ
./dataset/nhcd\vowels\8\022_02.jpg,ऐ
./dataset/nhcd\vowels\8\023_01.jpg,ऐ
./dataset/nhcd\vowels\8\023_02.jpg,ऐ
./dataset/nhcd\vowels\8\024_01.jpg,ऐ
./dataset/nhcd\vowels\8\024_02.jpg,ऐ
./dataset/nhcd\vowels\8\025_01.jpg,ऐ
./dataset/nhcd\vowels\8\027_01.jpg,ऐ
./dataset/nhcd\vowels\8\028_02.jpg,ऐ
./dataset/nhcd\vowels\8\029_01.jpg,ऐ
./dataset/nhcd\vowels\8\030_01.jpg,ऐ
./dataset/nhcd\vowels\8\030_02.jpg,ऐ
./dataset/nhcd\vowels\8\032_01.jpg,ऐ
./dataset/nhcd\vowels\8\032_02.jpg,ऐ
./dataset/nhcd\vowels\8\033_01.jpg,ऐ
./dataset/nhcd\vowels\8\033_02.jpg,ऐ
./dataset/nhcd\vowels\8\035_01.jpg,ऐ
./dataset/nhcd\vowels\8\035_02.jpg,ऐ
./dataset/nhcd\vowels\8\036_01.jpg,ऐ
./dataset/nhcd\vowels\8\036_02.jpg,ऐ
./dataset/nhcd\vowels\8\037_01.jpg,ऐ
./dataset/nhcd\vowels\8\037_02.jpg,ऐ
./dataset/nhcd\vowels\8\038_01.jpg,ऐ
./dataset/nhcd\vowels\8\038_02.jpg,ऐ
./dataset/nhcd\vowels\8\040_01.jpg,ऐ
./dataset/nhcd\vowels\8\040_02.jpg,ऐ
./dataset/nhcd\vowels\8\041_01.jpg,ऐ
./dataset/nhcd\vowels\8\041_02.jpg,ऐ
./dataset/nhcd\vowels\8\042_01.jpg,ऐ
./dataset/nhcd\vowels\8\042_02.jpg,ऐ
./dataset/nhcd\vowels\8\043_01.jpg,ऐ
./dataset/nhcd\vowels\8\043_02.jpg,ऐ
./dataset/nhcd\vowels\8\045_01.jpg,ऐ
./dataset/nhcd\vowels\8\045_02.jpg,ऐ
./dataset/nhcd\vowels\8\046_01.jpg,ऐ
./dataset/nhcd\vowels\8\046_02.jpg,ऐ
./dataset/nhcd\vowels\9\001_01.jpg,ओ
./dataset/nhcd\vowels\9\001_02.jpg,ओ
./dataset/nhcd\vowels\9\004_01.jpg,ओ
./dataset/nhcd\vowels\9\004_02.jpg,ओ
./dataset/nhcd\vowels\9\006_01.jpg,ओ
./dataset/nhcd\vowels\9\006_02.jpg,ओ
./dataset/nhcd\vowels\9\007_01.jpg,ओ
./dataset/nhcd\vowels\9\007_02.jpg,ओ
./dataset/nhcd\vowels\9\008_01.jpg,ओ
./dataset/nhcd\vowels\9\008_02.jpg,ओ
./dataset/nhcd\vowels\9\010_01.jpg,ओ
./dataset/nhcd\vowels\9\010_02.jpg,ओ
./dataset/nhcd\vowels\9\012_01.jpg,ओ
./dataset/nhcd\vowels\9\012_02.jpg,ओ
./dataset/nhcd\vowels\9\013_01.jpg,ओ
./dataset/nhcd\vowels\9\013_02.jpg,ओ
./dataset/nhcd\vowels\9\014_01.jpg,ओ
./dataset/nhcd\vowels\9\014_02.jpg,ओ
./dataset/nhcd\vowels\9\015_01.jpg,ओ
./dataset/nhcd\vowels\9\015_02.jpg,ओ
./dataset/nhcd\vowels\9\017_01.jpg,ओ
./dataset/nhcd\vowels\9\017_02.jpg,ओ
./dataset/nhcd\vowels\9\018_01.jpg,ओ
./dataset/nhcd\vowels\9\018_02.jpg,ओ
./dataset/nhcd\vowels\9\019_01.jpg,ओ
./dataset/nhcd\vowels\9\019_02.jpg,ओ
./dataset/nhcd\vowels\9\020_01.jpg,ओ
./dataset/nhcd\vowels\9\020_02.jpg,ओ
./dataset/nhcd\vowels\9\023_01.jpg,ओ
./dataset/nhcd\vowels\9\023_02.jpg,ओ
./dataset/nhcd\vowels\9\024_01.jpg,ओ
./dataset/nhcd\vowels\9\024_02.jpg,ओ
./dataset/nhcd\vowels\9\025_01.jpg,ओ
./dataset/nhcd\vowels\9\027_01.jpg,ओ
./dataset/nhcd\vowels\9\027_02.jpg,ओ
./dataset/nhcd\vowels\9\028_01.jpg,ओ
./dataset/nhcd\vowels\9\030_01.jpg,ओ
./dataset/nhcd\vowels\9\030_02.jpg,ओ
./dataset/nhcd\vowels\9\032_01.jpg,ओ
./dataset/nhcd\vowels\9\032_02.jpg,ओ
./dataset/nhcd\vowels\9\033_01.jpg,ओ
./dataset/nhcd\vowels\9\033_02.jpg,ओ
./dataset/nhcd\vowels\9\034_01.jpg,ओ
./dataset/nhcd\vowels\9\034_02.jpg,ओ
./dataset/nhcd\vowels\9\036_01.jpg,ओ
./dataset/nhcd\vowels\9\036_02.jpg,ओ
./dataset/nhcd\vowels\9\037_01.jpg,ओ
./dataset/nhcd\vowels\9\037_02.jpg,ओ
./dataset/nhcd\vowels\9\038_01.jpg,ओ
./dataset/nhcd\vowels\9\038_02.jpg,ओ
./dataset/nhcd\vowels\9\039_01.jpg,ओ
./dataset/nhcd\vowels\9\039_02.jpg,ओ
./dataset/nhcd\vowels\9\041_01.jpg,ओ
./dataset/nhcd\vowels\9\041_02.jpg,ओ
./dataset/nhcd\vowels\9\042_01.jpg,ओ
./dataset/nhcd\vowels\9\042_02.jpg,ओ
./dataset/nhcd\vowels\9\043_01.jpg,ओ
./dataset/nhcd\vowels\9\043_02.jpg,ओ
./dataset/nhcd\vowels\9\044_01.jpg,ओ
./dataset/nhcd\vowels\9\044_02.jpg,ओ
./dataset/nhcd\vowels\9\046_01.jpg,ओ
./dataset/nhcd\vowels\9\046_02.jpg,ओ
./dataset/nhcd\vowels\10\001_01.jpg,औ
./dataset/nhcd\vowels\10\001_02.jpg,औ
./dataset/nhcd\vowels\10\004_01.jpg,औ
./dataset/nhcd\vowels\10\004_02.jpg,औ
./dataset/nhcd\vowels\10\005_01.jpg,औ
./dataset/nhcd\vowels\10\005_02.jpg,औ
./dataset/nhcd\vowels\10\007_01.jpg,औ
./dataset/nhcd\vowels\10\007_02.jpg,औ
./dataset/nhcd\vowels\10\008_01.jpg,औ
./dataset/nhcd\vowels\10\008_02.jpg,औ
./dataset/nhcd\vowels\10\010_01.jpg,औ
./dataset/nhcd\vowels\10\010_02.jpg,औ
./dataset/nhcd\vowels\10\011_01.jpg,औ
./dataset/nhcd\vowels\10\011_02.jpg,औ
./dataset/nhcd\vowels\10\013_01.jpg,औ
./dataset/nhcd\vowels\10\013_02.jpg,औ
./dataset/nhcd\vowels\10\014_01.jpg,औ
./dataset/nhcd\vowels\10\014_02.jpg,औ
./dataset/nhcd\vowels\10\015_01.jpg,औ
./dataset/nhcd\vowels\10\015_02.jpg,औ
./dataset/nhcd\vowels\10\016_01.jpg,औ
./dataset/nhcd\vowels\10\016_02.jpg,औ
./dataset/nhcd\vowels\10\018_01.jpg,औ
./dataset/nhcd\vowels\10\018_02.jpg,औ
./dataset/nhcd\vowels\10\019_01.jpg,औ
./dataset/nhcd\vowels\10\019_02.jpg,औ
./dataset/nhcd\vowels\10\020_01.jpg,औ
./dataset/nhcd\vowels\10\020_02.jpg,औ
./dataset/nhcd\vowels\10\022_01.jpg,औ
./dataset/nhcd\vowels\10\022_02.jpg,औ
./dataset/nhcd\vowels\10\024_01.jpg,औ
./dataset/nhcd\vowels\10\024_02.jpg,औ
./dataset/nhcd\vowels\10\025_01.jpg,औ
./dataset/nhcd\vowels\10\027_01.jpg,औ
./dataset/nhcd\vowels\10\027_02.jpg,औ
./dataset/nhcd\vowels\10\028_01.jpg,औ
./dataset/nhcd\vowels\10\028_02.jpg,औ
./dataset/nhcd\vowels\10\029_01.jpg,औ
./dataset/nhcd\vowels\10\032_01.jpg,औ
./dataset/nhcd\vowels\10\032_02.jpg,औ
./dataset/nhcd\vowels\10\033_01.jpg,औ
./dataset/nhcd\vowels\10\033_02.jpg,औ
./dataset/nhcd\vowels\10\034_01.jpg,औ
./dataset/nhcd\vowels\10\034_02.jpg,औ
./dataset/nhcd\vowels\10\035_01.jpg,औ
./dataset/nhcd\vowels\10\035_02.jpg,औ
./dataset/nhcd\vowels\10\037_01.jpg,औ
./dataset/nhcd\vowels\10\037_02.jpg,औ
./dataset/nhcd\vowels\10\038_01.jpg,औ
./dataset/nhcd\vowels\10\038_02.jpg,औ
./dataset/nhcd\vowels\10\039_01.jpg,औ
./dataset/nhcd\vowels\10\039_02.jpg,औ
./dataset/nhcd\vowels\10\040_01.jpg,औ
./dataset/nhcd\vowels\10\040_02.jpg,औ
./dataset/nhcd\vowels\10\042_01.jpg,औ
./dataset/nhcd\vowels\10\042_02.jpg,औ
./dataset/nhcd\vowels\10\043_01.jpg,औ
./dataset/nhcd\vowels\10\043_02.jpg,औ
./dataset/nhcd\vowels\10\044_01.jpg,औ
./dataset/nhcd\vowels\10\044_02.jpg,औ
./dataset/nhcd\vowels\10\045_01.jpg,औ
./dataset/nhcd\vowels\10\045_02.jpg,औ
./dataset/nhcd\vowels\11\001_01.jpg,अं
./dataset/nhcd\vowels\11\001_02.jpg,अं
./dataset/nhcd\vowels\11\004_01.jpg,अं
./dataset/nhcd\vowels\11\004_02.jpg,अं
./dataset/nhcd\vowels\11\005_01.jpg,अं
./dataset/nhcd\vowels\11\005_02.jpg,अं
./dataset/nhcd\vowels\11\006_01.jpg,अं
./dataset/nhcd\vowels\11\006_02.jpg,अं
./dataset/nhcd\vowels\11\008_01.jpg,अं
./dataset/nhcd\vowels\11\008_02.jpg,अं
./dataset/nhcd\vowels\11\010_01.jpg,अं
./dataset/nhcd\vowels\11\010_02.jpg,अं
./dataset/nhcd\vowels\11\011_01.jpg,अं
./dataset/nhcd\vowels\11\011_02.jpg,अं
./dataset/nhcd\vowels\11\012_01.jpg,अं
./dataset/nhcd\vowels\11\012_02.jpg,अं
./dataset/nhcd\vowels\11\014_01.jpg,अं
./dataset/nhcd\vowels\11\014_02.jpg,अं
./dataset/nhcd\vowels\11\015_01.jpg,अं
./dataset/nhcd\vowels\11\015_02.jpg,अं
./dataset/nhcd\vowels\11\016_01.jpg,अं
./dataset/nhcd\vowels\11\016_02.jpg,अं
./dataset/nhcd\vowels\11\017_01.jpg,अं
./dataset/nhcd\vowels\11\017_02.jpg,अं
./dataset/nhcd\vowels\11\019_01.jpg,अं
./dataset/nhcd\vowels\11\019_02.jpg,अं
./dataset/nhcd\vowels\11\020_01.jpg,अं
./dataset/nhcd\vowels\11\020_02.jpg,अं
./dataset/nhcd\vowels\11\022_01.jpg,अं
./dataset/nhcd\vowels\11\022_02.jpg,अं
./dataset/nhcd\vowels\11\023_01.jpg,अं
./dataset/nhcd\vowels\11\023_02.jpg,अं
./dataset/nhcd\vowels\11\025_01.jpg,अं
./dataset/nhcd\vowels\11\027_01.jpg,अं
./dataset/nhcd\vowels\11\027_02.jpg,अं
./dataset/nhcd\vowels\11\028_01.jpg,अं
./dataset/nhcd\vowels\11\028_02.jpg,अं
./dataset/nhcd\vowels\11\029_01.jpg,अं
./dataset/nhcd\vowels\11\030_01.jpg,अं
./dataset/nhcd\vowels\11\030_02.jpg,अं
./dataset/nhcd\vowels\11\033_01.jpg,अं
./dataset/nhcd\vowels\11\033_02.jpg,अं
./dataset/nhcd\vowels\11\034_01.jpg,अं
./dataset/nhcd\vowels\11\034_02.jpg,अं
./dataset/nhcd\vowels\11\035_01.jpg,अं
./dataset/nhcd\vowels\11\035_02.jpg,अं
./dataset/nhcd\vowels\11\036_01.jpg,अं
./dataset/nhcd\vowels\11\036_02.jpg,अं
./dataset/nhcd\vowels\11\038_01.jpg,अं
./dataset/nhcd\vowels\11\038_02.jpg,अं
./dataset/nhcd\vowels\11\039_01.jpg,अं
./dataset/nhcd\vowels\11\039_02.jpg,अं
./dataset/nhcd\vowels\11\040_01.jpg,अं
./dataset/nhcd\vowels\11\040_02.jpg,अं
./dataset/nhcd\vowels\11\041_01.jpg,अं
./dataset/nhcd\vowels\11\041_02.jpg,अं
./dataset/nhcd\vowels\11\043_01.jpg,अं
./dataset/nhcd\vowels\11\043_02.jpg,अं
./dataset/nhcd\vowels\11\044_01.jpg,अं
./dataset/nhcd\vowels\11\044_02.jpg,अं
./dataset/nhcd\vowels\11\045_01.jpg,अं
./dataset/nhcd\vowels\11\045_02.jpg,अं
./dataset/nhcd\vowels\11\046_01.jpg,अं
./dataset/nhcd\vowels\11\046_02.jpg,अं
./dataset/nhcd\vowels\12\004_01.jpg,अः
./dataset/nhcd\vowels\12\004_02.jpg,अः
./dataset/nhcd\vowels\12\005_01.jpg,अः
./dataset/nhcd\vowels\12\005_02.jpg,अः
./dataset/nhcd\vowels\12\006_01.jpg,अः
./dataset/nhcd\vowels\12\006_02.jpg,अः
./dataset/nhcd\vowels\12\007_01.jpg,अः
./dataset/nhcd\vowels\12\007_02.jpg,अः
./dataset/nhcd\vowels\12\010_01.jpg,अः
./dataset/nhcd\vowels\12\010_02.jpg,अः
./dataset/nhcd\vowels\12\011_01.jpg,अः
./dataset/nhcd\vowels\12\011_02.jpg,अः
./dataset/nhcd\vowels\12\012_01.jpg,अः
./dataset/nhcd\vowels\12\012_02.jpg,अः
./dataset/nhcd\vowels\12\013_01.jpg,अः
./dataset/nhcd\vowels\12\013_02.jpg,अः
./dataset/nhcd\vowels\12\015_01.jpg,अः
./dataset/nhcd\vowels\12\015_02.jpg,अः
./dataset/nhcd\vowels\12\016_01.jpg,अः
./dataset/nhcd\vowels\12\016_02.jpg,अः
./dataset/nhcd\vowels\12\017_01.jpg,अः
./dataset/nhcd\vowels\12\017_02.jpg,अः
./dataset/nhcd\vowels\12\018_01.jpg,अः
./dataset/nhcd\vowels\12\018_02.jpg,अः
./dataset/nhcd\vowels\12\020_01.jpg,अः
./dataset/nhcd\vowels\12\020_02.jpg,अः
./dataset/nhcd\vowels\12\022_01.jpg,अः
./dataset/nhcd\vowels\12\022_02.jpg,अः
./dataset/nhcd\vowels\12\023_01.jpg,अः
./dataset/nhcd\vowels\12\023_02.jpg,अः
./dataset/nhcd\vowels\12\024_01.jpg,अः
./dataset/nhcd\vowels\12\024_02.jpg,अः
./dataset/nhcd\vowels\12\027_02.jpg,अः
./dataset/nhcd\vowels\12\028_01.jpg,अः
./dataset/nhcd\vowels\12\028_02.jpg,अः
./dataset/nhcd\vowels\12\029_01.jpg,अः
./dataset/nhcd\vowels\12\030_01.jpg,अः
./dataset/nhcd\vowels\12\030_02.jpg,अः
./dataset/nhcd\vowels\12\032_01.jpg,अः
./dataset/nhcd\vowels\12\032_02.jpg,अः
./dataset/nhcd\vowels\12\034_01.jpg,अः
./dataset/nhcd\vowels\12\034_02.jpg,अः
./dataset/nhcd\vowels\12\035_01.jpg,अः
./dataset/nhcd\vowels\12\035_02.jpg,अः
./dataset/nhcd\vowels\12\036_01.jpg,अः
./dataset/nhcd\vowels\12\036_02.jpg,अः
./dataset/nhcd\vowels\12\037_01.jpg,अः
./dataset/nhcd\vowels\12\037_02.jpg,अः
./dataset/nhcd\vowels\12\039_01.jpg,अः
./dataset/nhcd\vowels\12\039_02.jpg,अः
./dataset/nhcd\vowels\12\040_01.jpg,अः
./dataset/nhcd\vowels\12\040_02.jpg,अः
./dataset/nhcd\vowels\12\041_01.jpg,अः
./dataset/nhcd\vowels\12\041_02.jpg,अः
./dataset/nhcd\vowels\12\042_01.jpg,अः
./dataset/nhcd\vowels\12\042_02.jpg,अः
./dataset/nhcd\vowels\12\044_01.jpg,अः
./dataset/nhcd\vowels\12\044_02.jpg,अः
./dataset/nhcd\vowels\12\045_01.jpg,अः
./dataset/nhcd\vowels\12\045_02.jpg,अः
./dataset/nhcd\vowels\12\046_01.jpg,अः
./dataset/nhcd\vowels\12\046_02.jpg,अः
./dataset/nhcd\consonants\1\001_01.jpg,क
./dataset/nhcd\consonants\1\001_02.jpg,क
./dataset/nhcd\consonants\1\002_01.jpg,क
./dataset/nhcd\consonants\1\002_02.jpg,क
./dataset/nhcd\consonants\1\004_01.jpg,क
./dataset/nhcd\consonants\1\004_02.jpg,क
./dataset/nhcd\consonants\1\005_01.jpg,क
./dataset/nhcd\consonants\1\005_02.jpg,क
./dataset/nhcd\consonants\1\007_01.jpg,क
./dataset/nhcd\consonants\1\007_02.jpg,क
./dataset/nhcd\consonants\1\008_01.jpg,क
./dataset/nhcd\consonants\1\008_02.jpg,क
./dataset/nhcd\consonants\1\010_01.jpg,क
./dataset/nhcd\consonants\1\010_02.jpg,क
./dataset/nhcd\consonants\1\011_01.jpg,क
./dataset/nhcd\consonants\1\011_02.jpg,क
./dataset/nhcd\consonants\1\013_01.jpg,क
./dataset/nhcd\consonants\1\013_02.jpg,क
./dataset/nhcd\consonants\1\014_01.jpg,क
./dataset/nhcd\consonants\1\014_02.jpg,क
./dataset/nhcd\consonants\1\015_01.jpg,क
./dataset/nhcd\consonants\1\015_02.jpg,क
./dataset/nhcd\consonants\1\016_01.jpg,क
./dataset/nhcd\consonants\1\016_02.jpg,क
./dataset/nhcd\consonants\1\018_01.jpg,क
./dataset/nhcd\consonants\1\018_02.jpg,क
./dataset/nhcd\consonants\1\019_01.jpg,क
./dataset/nhcd\consonants\1\019_02.jpg,क
./dataset/nhcd\consonants\1\020_01.jpg,क
./dataset/nhcd\consonants\1\020_02.jpg,क
./dataset/nhcd\consonants\1\022_01.jpg,क
./dataset/nhcd\consonants\1\022_02.jpg,क
./dataset/nhcd\consonants\1\024_01.jpg,क
./dataset/nhcd\consonants\1\024_02.jpg,क
./dataset/nhcd\consonants\1\025_01.jpg,क
./dataset/nhcd\consonants\1\025_02.jpg,क
./dataset/nhcd\consonants\1\027_01.jpg,क
./dataset/nhcd\consonants\1\027_02.jpg,क
./dataset/nhcd\consonants\1\028_01.jpg,क
./dataset/nhcd\consonants\1\028_02.jpg,क
./dataset/nhcd\consonants\1\030_02.jpg,क
./dataset/nhcd\consonants\1\032_01.jpg,क
./dataset/nhcd\consonants\1\032_02.jpg,क
./dataset/nhcd\consonants\1\033_01.jpg,क
./dataset/nhcd\consonants\1\033_02.jpg,क
./dataset/nhcd\consonants\1\034_01.jpg,क
./dataset/nhcd\consonants\1\034_02.jpg,क
./dataset/nhcd\consonants\1\035_01.jpg,क
./dataset/nhcd\consonants\1\036_02.jpg,क
./dataset/nhcd\consonants\1\037_01.jpg,क
./dataset/nhcd\consonants\1\037_02.jpg,क
./dataset/nhcd\consonants\1\038_01.jpg,क
./dataset/nhcd\consonants\1\038_02.jpg,क
./dataset/nhcd\consonants\1\039_01.jpg,क
./dataset/nhcd\consonants\1\039_02.jpg,क
./dataset/nhcd\consonants\1\040_01.jpg,क
./dataset/nhcd\consonants\1\041_02.jpg,क
./dataset/nhcd\consonants\1\042_01.jpg,क
./dataset/nhcd\consonants\1\042_02.jpg,क
./dataset/nhcd\consonants\1\043_01.jpg,क
./dataset/nhcd\consonants\1\043_02.jpg,क
./dataset/nhcd\consonants\1\044_01.jpg,क
./dataset/nhcd\consonants\1\044_02.jpg,क
./dataset/nhcd\consonants\1\045_01.jpg,क
./dataset/nhcd\consonants\1\047_02.jpg,क
./dataset/nhcd\consonants\2\001_01.jpg,ख
./dataset/nhcd\consonants\2\001_02.jpg,ख
./dataset/nhcd\consonants\2\002_01.jpg,ख
./dataset/nhcd\consonants\2\002_02.jpg,ख
./dataset/nhcd\consonants\2\004_01.jpg,ख
./dataset/nhcd\consonants\2\004_02.jpg,ख
./dataset/nhcd\consonants\2\005_01.jpg,ख
./dataset/nhcd\consonants\2\006_02.jpg,ख
./dataset/nhcd\consonants\2\007_01.jpg,ख
./dataset/nhcd\consonants\2\007_02.jpg,ख
./dataset/nhcd\consonants\2\008_01.jpg,ख
./dataset/nhcd\consonants\2\008_02.jpg,ख
./dataset/nhcd\consonants\2\010_01.jpg,ख
./dataset/nhcd\consonants\2\010_02.jpg,ख
./dataset/nhcd\consonants\2\011_01.jpg,ख
./dataset/nhcd\consonants\2\012_02.jpg,ख
./dataset/nhcd\consonants\2\013_01.jpg,ख
./dataset/nhcd\consonants\2\013_02.jpg,ख
./dataset/nhcd\consonants\2\014_01.jpg,ख
./dataset/nhcd\consonants\2\014_02.jpg,ख
./dataset/nhcd\consonants\2\015_01.jpg,ख
./dataset/nhcd\consonants\2\015_02.jpg,ख
./dataset/nhcd\consonants\2\016_01.jpg,ख
./dataset/nhcd\consonants\2\017_02.jpg,ख
./dataset/nhcd\consonants\2\018_01.jpg,ख
./dataset/nhcd\consonants\2\018_02.jpg,ख
./dataset/nhcd\consonants\2\019_01.jpg,ख
./dataset/nhcd\consonants\2\019_02.jpg,ख
./dataset/nhcd\consonants\2\020_01.jpg,ख
./dataset/nhcd\consonants\2\020_02.jpg,ख
./dataset/nhcd\consonants\2\022_01.jpg,ख
./dataset/nhcd\consonants\2\023_02.jpg,ख
./dataset/nhcd\consonants\2\024_01.jpg,ख
./dataset/nhcd\consonants\2\024_02.jpg,ख
./dataset/nhcd\consonants\2\025_01.jpg,ख
./dataset/nhcd\consonants\2\025_02.jpg,ख
./dataset/nhcd\consonants\2\027_01.jpg,ख
./dataset/nhcd\consonants\2\027_02.jpg,ख
./dataset/nhcd\consonants\2\028_01.jpg,ख
./dataset/nhcd\consonants\2\030_01.jpg,ख
./dataset/nhcd\consonants\2\030_02.jpg,ख
./dataset/nhcd\consonants\2\032_01.jpg,ख
./dataset/nhcd\consonants\2\032_02.jpg,ख
./dataset/nhcd\consonants\2\033_01.jpg,ख
./dataset/nhcd\consonants\2\033_02.jpg,ख
./dataset/nhcd\consonants\2\034_01.jpg,ख
./dataset/nhcd\consonants\2\034_02.jpg,ख
./dataset/nhcd\consonants\2\036_01.jpg,ख
./dataset/nhcd\consonants\2\036_02.jpg,ख
./dataset/nhcd\consonants\2\037_01.jpg,ख
./dataset/nhcd\consonants\2\037_02.jpg,ख
./dataset/nhcd\consonants\2\038_01.jpg,ख
./dataset/nhcd\consonants\2\038_02.jpg,ख
./dataset/nhcd\consonants\2\039_01.jpg,ख
./dataset/nhcd\consonants\2\039_02.jpg,ख
./dataset/nhcd\consonants\2\041_01.jpg,ख
./dataset/nhcd\consonants\2\041_02.jpg,ख
./dataset/nhcd\consonants\2\042_01.jpg,ख
./dataset/nhcd\consonants\2\042_02.jpg,ख
./dataset/nhcd\consonants\2\043_01.jpg,ख
./dataset/nhcd\consonants\2\043_02.jpg,ख
./dataset/nhcd\consonants\2\044_01.jpg,ख
./dataset/nhcd\consonants\2\044_02.jpg,ख
./dataset/nhcd\consonants\2\047_01.jpg,ख
./dataset/nhcd\consonants\2\047_02.jpg,ख
./dataset/nhcd\consonants\3\001_01.jpg,ग
./dataset/nhcd\consonants\3\001_02.jpg,ग
./dataset/nhcd\consonants\3\002_01.jpg,ग
./dataset/nhcd\consonants\3\002_02.jpg,ग
./dataset/nhcd\consonants\3\004_01.jpg,ग
./dataset/nhcd\consonants\3\004_02.jpg,ग
./dataset/nhcd\consonants\3\006_01.jpg,ग
./dataset/nhcd\consonants\3\006_02.jpg,ग
./dataset/nhcd\consonants\3\007_01.jpg,ग
./dataset/nhcd\consonants\3\007_02.jpg,ग
./dataset/nhcd\consonants\3\008_01.jpg,ग
./dataset/nhcd\consonants\3\008_02.jpg,ग
./dataset/nhcd\consonants\3\010_01.jpg,ग
./dataset/nhcd\consonants\3\010_02.jpg,ग
./dataset/nhcd\consonants\3\012_01.jpg,ग
./dataset/nhcd\consonants\3\012_02.jpg,ग
./dataset/nhcd\consonants\3\013_01.jpg,ग
./dataset/nhcd\consonants\3\013_02.jpg,ग
./dataset/nhcd\consonants\3\014_01.jpg,ग
./dataset/nhcd\consonants\3\014_02.jpg,ग
./dataset/nhcd\consonants\3\015_01.jpg,ग
./dataset/nhcd\consonants\3\015_02.jpg,ग
./dataset/nhcd\consonants\3\017_01.jpg,ग
./dataset/nhcd\consonants\3\017_02.jpg,ग
./dataset/nhcd\consonants\3\018_01.jpg,ग
